T,CX 120530 (Condenser He4),T,CX 120536 (EV 4),T,CX 120560 (IC),T,CX 120258 (UC)
4.26,320.62,6.107,291.4,6.82,268.16,6.755,187.47
4.26,320.62,6.107,291.4,6.82,268.16,6.756,187.44
4.26,320.62,6.107,291.4,6.82,268.15,6.756,187.46
4.26,320.62,6.107,291.41,6.82,268.16,6.756,187.45
4.26,320.62,6.107,291.4,6.82,268.16,6.756,187.43
4.26,320.62,6.108,291.37,6.82,268.14,6.756,187.46
4.26,320.62,6.108,291.37,6.82,268.17,6.756,187.45
4.26,320.62,6.108,291.37,6.82,268.16,6.756,187.4
4.26,320.62,6.108,291.37,6.82,268.18,6.756,187.43
4.26,320.63,6.108,291.37,6.82,268.15,6.756,187.41
4.26,320.63,6.108,291.37,6.82,268.15,6.756,187.39
4.26,320.62,6.108,291.37,6.82,268.17,6.757,187.44
4.26,320.63,6.108,291.37,6.82,268.17,6.757,187.43
4.26,320.63,6.108,291.36,6.82,268.17,6.757,187.41
4.26,320.63,6.108,291.36,6.82,268.15,6.757,187.4
4.26,320.63,6.108,291.36,6.82,268.17,6.757,187.43
4.26,320.63,6.108,291.36,6.82,268.17,6.757,187.44
4.26,320.63,6.108,291.37,6.82,268.15,6.757,187.44
4.26,320.63,6.108,291.37,6.82,268.17,6.757,187.43
4.26,320.6,6.108,291.37,6.82,268.15,6.757,187.44
4.26,320.61,6.108,291.37,6.82,268.16,6.757,187.43
4.26,320.58,6.108,291.37,6.82,268.2,6.757,187.42
4.261,320.59,6.108,291.38,6.82,268.14,6.757,187.4
4.261,320.55,6.108,291.38,6.82,268.15,6.757,187.38
4.261,320.55,6.108,291.38,6.82,268.14,6.757,187.42
4.261,320.55,6.108,291.38,6.82,268.15,6.758,187.43
4.261,320.55,6.108,291.39,6.82,268.14,6.758,187.44
4.261,320.55,6.108,291.39,6.82,268.13,6.758,187.43
4.261,320.55,6.108,291.39,6.82,268.13,6.758,187.42
4.261,320.55,6.108,291.39,6.82,268.16,6.758,187.41
4.261,320.55,6.108,291.38,6.82,268.15,6.758,187.41
4.261,320.55,6.108,291.38,6.82,268.17,6.758,187.41
4.261,320.55,6.108,291.37,6.82,268.14,6.758,187.39
4.261,320.55,6.108,291.38,6.82,268.15,6.758,187.37
4.261,320.55,6.108,291.37,6.82,268.15,6.758,187.37
4.261,320.55,6.108,291.38,6.82,268.15,6.758,187.38
4.261,320.55,6.108,291.38,6.82,268.14,6.759,187.44
4.261,320.55,6.108,291.38,6.82,268.12,6.759,187.41
4.261,320.55,6.108,291.38,6.82,268.14,6.759,187.43
4.261,320.56,6.109,291.34,6.82,268.16,6.759,187.4
4.261,320.55,6.109,291.35,6.82,268.12,6.759,187.43
4.261,320.56,6.109,291.35,6.821,268.11,6.759,187.42
4.261,320.56,6.109,291.34,6.821,268.15,6.759,187.4
4.261,320.56,6.109,291.34,6.821,268.14,6.759,187.4
4.261,320.56,6.109,291.35,6.821,268.13,6.759,187.36
4.261,320.56,6.109,291.35,6.821,268.14,6.759,187.36
4.261,320.56,6.109,291.35,6.821,268.15,6.759,187.39
4.261,320.56,6.109,291.35,6.821,268.13,6.759,187.38
4.261,320.56,6.109,291.35,6.821,268.13,6.759,187.36
4.261,320.56,6.109,291.34,6.821,268.12,6.759,187.37
4.261,320.56,6.109,291.34,6.821,268.11,6.76,187.41
4.261,320.56,6.109,291.34,6.821,268.14,6.76,187.38
4.261,320.56,6.109,291.34,6.821,268.14,6.76,187.39
4.261,320.56,6.109,291.34,6.821,268.12,6.76,187.43
4.261,320.56,6.109,291.34,6.821,268.12,6.76,187.4
4.261,320.56,6.109,291.34,6.821,268.12,6.76,187.37
4.261,320.56,6.109,291.34,6.821,268.11,6.76,187.41
4.261,320.56,6.109,291.34,6.821,268.12,6.76,187.39
4.261,320.56,6.109,291.34,6.821,268.11,6.76,187.37
4.261,320.56,6.109,291.35,6.821,268.15,6.76,187.38
4.261,320.56,6.109,291.36,6.821,268.1,6.76,187.38
4.261,320.56,6.109,291.36,6.821,268.15,6.76,187.4
4.261,320.56,6.109,291.36,6.821,268.14,6.76,187.38
4.261,320.57,6.109,291.35,6.821,268.12,6.76,187.38
4.261,320.57,6.109,291.36,6.821,268.15,6.76,187.4
4.261,320.57,6.109,291.36,6.821,268.12,6.76,187.39
4.261,320.57,6.109,291.36,6.821,268.14,6.76,187.38
4.261,320.56,6.109,291.36,6.821,268.13,6.76,187.37
4.261,320.57,6.109,291.36,6.821,268.12,6.76,187.36
4.261,320.57,6.109,291.36,6.821,268.11,6.761,187.44
4.261,320.57,6.109,291.35,6.821,268.12,6.761,187.44
4.261,320.57,6.109,291.35,6.821,268.14,6.761,187.43
4.261,320.57,6.109,291.35,6.821,268.11,6.761,187.41
4.261,320.57,6.109,291.35,6.821,268.13,6.761,187.42
4.261,320.57,6.109,291.35,6.821,268.15,6.761,187.38
4.261,320.57,6.109,291.35,6.821,268.11,6.761,187.38
4.261,320.57,6.109,291.35,6.821,268.14,6.761,187.38
4.261,320.57,6.109,291.36,6.821,268.13,6.761,187.4
4.261,320.57,6.109,291.35,6.821,268.13,6.761,187.39
4.261,320.57,6.109,291.35,6.821,268.15,6.761,187.38
4.261,320.57,6.109,291.35,6.821,268.12,6.761,187.37
4.261,320.57,6.11,291.33,6.821,268.11,6.761,187.37
4.261,320.57,6.11,291.32,6.821,268.12,6.761,187.36
4.261,320.57,6.11,291.32,6.821,268.11,6.761,187.36
4.261,320.57,6.11,291.32,6.821,268.11,6.761,187.38
4.261,320.57,6.11,291.32,6.821,268.1,6.761,187.38
4.261,320.57,6.11,291.32,6.821,268.1,6.761,187.38
4.261,320.57,6.11,291.32,6.821,268.09,6.761,187.37
4.261,320.57,6.11,291.32,6.821,268.14,6.761,187.36
4.261,320.57,6.11,291.32,6.821,268.1,6.761,187.36
4.261,320.57,6.11,291.32,6.821,268.14,6.761,187.33
4.261,320.57,6.11,291.32,6.821,268.14,6.761,187.41
4.261,320.57,6.11,291.32,6.821,268.1,6.762,187.39
4.261,320.57,6.11,291.32,6.821,268.13,6.762,187.41
4.261,320.57,6.11,291.32,6.821,268.12,6.762,187.37
4.261,320.57,6.11,291.32,6.822,268.1,6.762,187.36
4.261,320.57,6.11,291.32,6.822,268.11,6.762,187.36
4.261,320.57,6.11,291.32,6.822,268.1,6.762,187.39
4.261,320.57,6.11,291.32,6.822,268.09,6.762,187.36
4.261,320.57,6.11,291.31,6.822,268.12,6.762,187.38
4.261,320.57,6.11,291.31,6.822,268.12,6.762,187.37
4.261,320.57,6.11,291.31,6.822,268.12,6.762,187.35
4.261,320.57,6.11,291.31,6.822,268.08,6.762,187.37
4.261,320.57,6.11,291.31,6.822,268.11,6.762,187.36
4.261,320.57,6.11,291.32,6.822,268.1,6.762,187.36
4.261,320.57,6.11,291.32,6.822,268.11,6.762,187.34
4.261,320.57,6.11,291.32,6.822,268.11,6.762,187.38
4.261,320.57,6.11,291.32,6.822,268.11,6.762,187.34
4.261,320.57,6.11,291.32,6.822,268.1,6.762,187.36
4.261,320.57,6.11,291.31,6.822,268.1,6.762,187.34
4.261,320.57,6.11,291.32,6.822,268.11,6.762,187.36
4.261,320.57,6.11,291.32,6.822,268.1,6.762,187.33
4.261,320.58,6.11,291.33,6.822,268.09,6.762,187.33
4.261,320.57,6.11,291.33,6.822,268.08,6.762,187.31
4.261,320.57,6.11,291.33,6.822,268.11,6.763,187.38
4.261,320.57,6.11,291.33,6.822,268.11,6.763,187.38
4.261,320.57,6.11,291.33,6.822,268.11,6.763,187.38
4.261,320.57,6.11,291.33,6.822,268.11,6.763,187.38
4.261,320.57,6.11,291.33,6.822,268.11,6.763,187.38
4.261,320.57,6.11,291.34,6.822,268.08,6.763,187.36
4.261,320.57,6.11,291.34,6.822,268.1,6.763,187.39
4.261,320.57,6.11,291.34,6.822,268.08,6.763,187.37
4.261,320.57,6.11,291.34,6.822,268.12,6.763,187.37
4.261,320.57,6.11,291.34,6.822,268.13,6.763,187.39
4.261,320.57,6.11,291.34,6.822,268.1,6.763,187.37
4.261,320.57,6.11,291.33,6.822,268.12,6.763,187.38
4.261,320.57,6.11,291.34,6.822,268.13,6.763,187.35
4.261,320.57,6.11,291.33,6.822,268.11,6.763,187.34
4.261,320.57,6.11,291.33,6.822,268.11,6.763,187.37
4.261,320.56,6.11,291.32,6.822,268.1,6.763,187.35
4.261,320.57,6.11,291.33,6.822,268.1,6.763,187.36
4.261,320.57,6.11,291.33,6.822,268.12,6.763,187.38
4.261,320.57,6.11,291.32,6.822,268.12,6.763,187.36
4.261,320.57,6.11,291.33,6.822,268.09,6.763,187.34
4.261,320.57,6.11,291.33,6.822,268.12,6.763,187.35
4.261,320.57,6.11,291.33,6.822,268.12,6.763,187.35
4.261,320.56,6.11,291.33,6.822,268.13,6.763,187.3
4.261,320.57,6.11,291.33,6.822,268.11,6.763,187.33
4.261,320.57,6.11,291.33,6.822,268.11,6.763,187.32
4.261,320.57,6.11,291.33,6.822,268.1,6.763,187.3
4.261,320.57,6.11,291.33,6.822,268.1,6.764,187.38
4.261,320.57,6.11,291.33,6.822,268.13,6.764,187.37
4.261,320.57,6.111,291.3,6.822,268.1,6.764,187.36
4.261,320.57,6.111,291.29,6.822,268.12,6.764,187.37
4.261,320.57,6.111,291.29,6.822,268.11,6.764,187.38
4.261,320.57,6.111,291.3,6.822,268.11,6.764,187.37
4.261,320.57,6.111,291.29,6.822,268.1,6.764,187.39
4.261,320.57,6.111,291.29,6.822,268.1,6.764,187.36
4.261,320.57,6.111,291.29,6.822,268.1,6.764,187.31
4.261,320.57,6.111,291.29,6.822,268.1,6.764,187.39
4.261,320.57,6.111,291.29,6.822,268.11,6.764,187.35
4.261,320.57,6.111,291.3,6.822,268.11,6.764,187.33
4.261,320.57,6.111,291.29,6.822,268.1,6.764,187.33
4.261,320.57,6.111,291.3,6.822,268.11,6.764,187.33
4.261,320.57,6.111,291.3,6.822,268.12,6.764,187.31
4.261,320.57,6.111,291.3,6.822,268.11,6.764,187.35
4.261,320.57,6.111,291.3,6.822,268.13,6.764,187.34
4.261,320.57,6.111,291.3,6.822,268.11,6.764,187.34
4.261,320.57,6.111,291.29,6.822,268.12,6.764,187.35
4.261,320.57,6.111,291.3,6.822,268.11,6.764,187.34
4.261,320.57,6.111,291.3,6.822,268.12,6.764,187.32
4.261,320.58,6.111,291.29,6.822,268.1,6.764,187.34
4.261,320.57,6.111,291.3,6.822,268.11,6.764,187.34
4.261,320.57,6.111,291.3,6.822,268.1,6.764,187.35
4.261,320.58,6.111,291.29,6.822,268.1,6.764,187.33
4.261,320.58,6.111,291.28,6.822,268.08,6.764,187.34
4.261,320.57,6.111,291.29,6.822,268.1,6.764,187.32
4.261,320.58,6.111,291.29,6.822,268.1,6.764,187.28
4.261,320.57,6.111,291.29,6.822,268.11,6.764,187.29
4.261,320.58,6.111,291.29,6.822,268.1,6.764,187.28
4.261,320.58,6.111,291.28,6.822,268.12,6.764,187.39
4.261,320.58,6.111,291.28,6.822,268.12,6.765,187.35
4.261,320.57,6.111,291.28,6.822,268.1,6.765,187.36
4.261,320.58,6.111,291.29,6.822,268.1,6.765,187.34
4.261,320.58,6.111,291.28,6.822,268.08,6.765,187.35
4.261,320.58,6.111,291.29,6.822,268.12,6.765,187.34
4.261,320.58,6.111,291.29,6.822,268.12,6.765,187.34
4.261,320.58,6.111,291.29,6.822,268.1,6.765,187.35
4.261,320.58,6.111,291.29,6.822,268.11,6.765,187.33
4.261,320.58,6.111,291.29,6.822,268.09,6.765,187.33
4.261,320.58,6.111,291.29,6.822,268.11,6.765,187.36
4.261,320.58,6.111,291.29,6.823,268.09,6.765,187.34
4.261,320.57,6.111,291.29,6.823,268.1,6.765,187.35
4.261,320.58,6.111,291.29,6.823,268.11,6.765,187.34
4.261,320.58,6.111,291.29,6.823,268.11,6.765,187.36
4.261,320.58,6.111,291.29,6.823,268.09,6.765,187.33
4.261,320.58,6.111,291.3,6.823,268.08,6.765,187.32
4.261,320.58,6.111,291.31,6.823,268.08,6.765,187.34
4.261,320.58,6.111,291.31,6.823,268.09,6.765,187.31
4.261,320.58,6.111,291.31,6.823,268.1,6.765,187.34
4.261,320.58,6.111,291.31,6.823,268.07,6.765,187.33
4.261,320.58,6.111,291.31,6.823,268.09,6.765,187.31
4.261,320.58,6.111,291.31,6.823,268.07,6.765,187.31
4.261,320.58,6.111,291.3,6.823,268.1,6.765,187.32
4.261,320.58,6.111,291.31,6.823,268.12,6.765,187.32
4.261,320.58,6.111,291.3,6.823,268.09,6.765,187.32
4.261,320.58,6.111,291.31,6.823,268.08,6.765,187.3
4.261,320.58,6.111,291.31,6.823,268.06,6.765,187.32
4.261,320.58,6.111,291.31,6.823,268.08,6.765,187.33
4.261,320.58,6.111,291.31,6.823,268.08,6.765,187.31
4.261,320.58,6.111,291.31,6.823,268.07,6.765,187.31
4.261,320.58,6.111,291.31,6.823,268.08,6.765,187.3
4.261,320.58,6.111,291.32,6.823,268.09,6.765,187.32
4.261,320.58,6.111,291.31,6.823,268.08,6.765,187.29
4.261,320.58,6.111,291.31,6.823,268.06,6.765,187.3
4.261,320.58,6.111,291.31,6.823,268.1,6.765,187.3
4.261,320.58,6.111,291.31,6.823,268.06,6.765,187.31
4.261,320.58,6.111,291.31,6.823,268.09,6.765,187.26
4.261,320.58,6.111,291.31,6.823,268.11,6.765,187.27
4.261,320.58,6.111,291.3,6.823,268.07,6.765,187.29
4.261,320.58,6.111,291.3,6.823,268.08,6.765,187.29
4.261,320.58,6.111,291.3,6.823,268.07,6.765,187.29
4.261,320.58,6.111,291.3,6.823,268.08,6.765,187.27
4.261,320.58,6.111,291.3,6.823,268.08,6.765,187.3
4.261,320.58,6.111,291.3,6.823,268.11,6.765,187.25
4.261,320.58,6.111,291.3,6.823,268.1,6.766,187.37
4.261,320.58,6.111,291.3,6.823,268.12,6.766,187.39
4.261,320.58,6.111,291.3,6.823,268.12,6.766,187.36
4.261,320.58,6.111,291.3,6.823,268.12,6.766,187.34
4.261,320.58,6.111,291.3,6.823,268.13,6.766,187.34
4.261,320.58,6.111,291.3,6.823,268.11,6.766,187.32
4.261,320.58,6.111,291.3,6.823,268.13,6.766,187.33
4.261,320.58,6.111,291.31,6.823,268.1,6.766,187.34
4.261,320.58,6.111,291.3,6.823,268.09,6.766,187.33
4.261,320.58,6.111,291.3,6.823,268.1,6.766,187.36
4.261,320.58,6.111,291.3,6.823,268.11,6.766,187.36
4.261,320.58,6.111,291.3,6.823,268.1,6.766,187.34
4.261,320.58,6.111,291.3,6.823,268.11,6.766,187.35
4.261,320.58,6.111,291.3,6.823,268.1,6.766,187.33
4.261,320.58,6.111,291.3,6.823,268.1,6.766,187.31
4.261,320.58,6.111,291.3,6.823,268.09,6.766,187.33
4.261,320.58,6.111,291.3,6.823,268.09,6.766,187.29
4.261,320.58,6.112,291.27,6.823,268.11,6.766,187.33
4.261,320.58,6.112,291.27,6.823,268.09,6.766,187.34
4.261,320.58,6.112,291.27,6.823,268.1,6.766,187.3
4.261,320.58,6.112,291.27,6.823,268.08,6.766,187.3
4.261,320.58,6.112,291.27,6.823,268.09,6.766,187.32
4.261,320.58,6.112,291.27,6.823,268.09,6.766,187.33
4.261,320.58,6.112,291.27,6.823,268.1,6.766,187.31
4.261,320.58,6.112,291.27,6.823,268.1,6.766,187.32
4.261,320.58,6.112,291.27,6.823,268.1,6.766,187.31
4.261,320.58,6.112,291.27,6.823,268.11,6.766,187.34
4.261,320.58,6.112,291.27,6.823,268.1,6.766,187.34
4.261,320.59,6.112,291.27,6.823,268.12,6.766,187.34
4.261,320.58,6.112,291.27,6.823,268.11,6.766,187.3
4.261,320.58,6.112,291.27,6.823,268.1,6.766,187.31
4.261,320.58,6.112,291.27,6.823,268.08,6.766,187.34
4.261,320.59,6.112,291.27,6.823,268.11,6.766,187.29
4.261,320.58,6.112,291.27,6.823,268.1,6.766,187.3
4.261,320.58,6.112,291.27,6.823,268.09,6.766,187.31
4.261,320.59,6.112,291.27,6.823,268.09,6.766,187.33
4.261,320.59,6.112,291.27,6.823,268.12,6.766,187.31
4.261,320.58,6.112,291.27,6.823,268.09,6.766,187.34
4.261,320.58,6.112,291.28,6.823,268.1,6.766,187.32
4.261,320.58,6.112,291.27,6.823,268.09,6.766,187.35
4.261,320.58,6.112,291.27,6.823,268.1,6.766,187.34
4.261,320.59,6.112,291.27,6.823,268.1,6.766,187.31
4.261,320.59,6.112,291.27,6.823,268.09,6.766,187.33
4.261,320.59,6.112,291.27,6.823,268.11,6.766,187.31
4.261,320.59,6.112,291.27,6.823,268.09,6.766,187.31
4.261,320.58,6.112,291.27,6.823,268.09,6.766,187.3
4.261,320.59,6.112,291.27,6.823,268.11,6.766,187.29
4.261,320.59,6.112,291.27,6.823,268.11,6.766,187.3
4.261,320.59,6.112,291.27,6.823,268.09,6.766,187.3
4.261,320.59,6.112,291.27,6.823,268.09,6.766,187.3
4.261,320.59,6.112,291.27,6.823,268.09,6.766,187.32
4.261,320.59,6.112,291.26,6.823,268.1,6.766,187.28
4.261,320.57,6.112,291.26,6.823,268.09,6.766,187.31
4.262,320.55,6.112,291.26,6.823,268.09,6.766,187.31
4.262,320.55,6.112,291.27,6.823,268.09,6.766,187.3
4.262,320.51,6.112,291.27,6.823,268.09,6.766,187.33
4.262,320.51,6.112,291.26,6.823,268.1,6.766,187.31
4.262,320.51,6.112,291.26,6.823,268.1,6.766,187.31
4.262,320.51,6.112,291.26,6.823,268.1,6.766,187.3
4.262,320.51,6.112,291.26,6.823,268.11,6.766,187.31
4.262,320.51,6.112,291.26,6.823,268.1,6.766,187.27
4.262,320.51,6.112,291.26,6.823,268.11,6.766,187.31
4.262,320.51,6.112,291.26,6.823,268.09,6.766,187.3
4.262,320.52,6.112,291.26,6.823,268.08,6.766,187.3
4.262,320.52,6.112,291.26,6.823,268.08,6.766,187.3
4.262,320.52,6.112,291.26,6.823,268.09,6.766,187.29
4.262,320.52,6.112,291.26,6.823,268.09,6.766,187.28
4.262,320.51,6.112,291.26,6.823,268.12,6.766,187.3
4.262,320.52,6.112,291.27,6.823,268.09,6.766,187.28
4.262,320.52,6.112,291.27,6.823,268.09,6.766,187.3
4.262,320.52,6.112,291.27,6.823,268.08,6.766,187.29
4.262,320.52,6.112,291.27,6.823,268.08,6.766,187.31
4.262,320.52,6.112,291.27,6.823,268.08,6.766,187.29
4.262,320.52,6.112,291.27,6.823,268.06,6.766,187.31
4.262,320.52,6.112,291.27,6.823,268.09,6.766,187.28
4.262,320.52,6.112,291.27,6.823,268.07,6.766,187.28
4.262,320.52,6.112,291.27,6.823,268.08,6.766,187.28
4.262,320.52,6.112,291.27,6.823,268.08,6.766,187.26
4.262,320.52,6.112,291.27,6.823,268.09,6.766,187.27
4.262,320.52,6.112,291.27,6.823,268.08,6.766,187.26
4.262,320.52,6.112,291.27,6.823,268.1,6.766,187.26
4.262,320.52,6.112,291.27,6.823,268.11,6.766,187.26
4.262,320.52,6.112,291.27,6.823,268.11,6.766,187.29
4.262,320.52,6.112,291.27,6.823,268.1,6.766,187.31
4.262,320.52,6.112,291.27,6.823,268.09,6.766,187.27
4.262,320.53,6.112,291.27,6.823,268.1,6.766,187.29
4.262,320.53,6.112,291.28,6.823,268.1,6.766,187.27
4.262,320.53,6.112,291.28,6.823,268.12,6.766,187.27
4.262,320.53,6.112,291.28,6.823,268.09,6.767,187.36
4.262,320.53,6.112,291.28,6.823,268.11,6.767,187.36
4.262,320.53,6.112,291.28,6.823,268.09,6.767,187.34
4.262,320.53,6.112,291.29,6.823,268.11,6.767,187.36
4.262,320.53,6.112,291.28,6.823,268.12,6.767,187.35
4.262,320.53,6.112,291.28,6.823,268.1,6.767,187.34
4.262,320.53,6.112,291.28,6.823,268.11,6.767,187.32
4.262,320.53,6.112,291.28,6.824,268.07,6.767,187.32
4.262,320.53,6.112,291.28,6.824,268.07,6.767,187.34
4.262,320.53,6.112,291.28,6.824,268.07,6.767,187.31
4.262,320.53,6.112,291.28,6.824,268.07,6.767,187.32
4.262,320.53,6.112,291.28,6.824,268.11,6.767,187.32
4.262,320.53,6.112,291.28,6.824,268.08,6.767,187.3
4.262,320.53,6.112,291.28,6.824,268.1,6.767,187.3
4.262,320.53,6.112,291.28,6.824,268.07,6.767,187.31
4.262,320.53,6.112,291.29,6.824,268.09,6.767,187.31
4.262,320.54,6.112,291.29,6.824,268.07,6.767,187.31
4.262,320.54,6.112,291.29,6.824,268.06,6.767,187.31
4.262,320.54,6.112,291.29,6.824,268.05,6.767,187.33
4.262,320.53,6.112,291.29,6.824,268.06,6.767,187.34
4.262,320.54,6.112,291.29,6.824,268.08,6.767,187.34
4.262,320.53,6.112,291.29,6.824,268.09,6.767,187.32
4.262,320.54,6.112,291.29,6.824,268.07,6.767,187.32
4.262,320.54,6.112,291.28,6.824,268.07,6.767,187.31
4.262,320.54,6.112,291.29,6.824,268.07,6.767,187.3
4.262,320.54,6.112,291.29,6.824,268.09,6.767,187.32
4.262,320.54,6.112,291.28,6.824,268.08,6.767,187.31
4.262,320.54,6.112,291.28,6.824,268.07,6.767,187.31
4.262,320.54,6.112,291.28,6.824,268.1,6.767,187.31
4.262,320.54,6.112,291.29,6.824,268.11,6.767,187.33
4.262,320.54,6.112,291.29,6.824,268.11,6.767,187.32
4.262,320.54,6.112,291.28,6.824,268.09,6.767,187.3
4.262,320.54,6.112,291.28,6.824,268.09,6.767,187.31
4.262,320.54,6.112,291.27,6.824,268.08,6.767,187.3
4.262,320.54,6.112,291.28,6.824,268.1,6.767,187.31
4.262,320.54,6.112,291.28,6.824,268.1,6.767,187.29
4.262,320.54,6.112,291.28,6.824,268.09,6.767,187.32
4.262,320.54,6.112,291.28,6.824,268.07,6.767,187.31
4.262,320.55,6.112,291.28,6.824,268.09,6.767,187.31
4.262,320.55,6.112,291.28,6.824,268.1,6.767,187.31
4.262,320.55,6.112,291.28,6.824,268.1,6.767,187.33
4.262,320.55,6.112,291.28,6.824,268.07,6.767,187.3
4.262,320.55,6.112,291.27,6.824,268.08,6.767,187.33
4.262,320.55,6.112,291.27,6.824,268.09,6.767,187.27
4.262,320.55,6.112,291.27,6.824,268.09,6.767,187.29
4.262,320.55,6.112,291.27,6.824,268.08,6.767,187.28
4.262,320.53,6.112,291.27,6.824,268.06,6.767,187.31
4.263,320.49,6.112,291.28,6.824,268.1,6.767,187.3
4.263,320.51,6.112,291.28,6.824,268.1,6.767,187.31
4.263,320.48,6.112,291.27,6.824,268.06,6.767,187.33
4.263,320.46,6.112,291.28,6.824,268.07,6.767,187.31
4.263,320.47,6.112,291.28,6.824,268.07,6.767,187.29
4.263,320.47,6.112,291.28,6.824,268.09,6.767,187.28
4.263,320.47,6.112,291.28,6.824,268.1,6.767,187.29
4.263,320.47,6.112,291.28,6.824,268.07,6.767,187.28
4.263,320.47,6.112,291.28,6.824,268.07,6.767,187.3
4.263,320.47,6.112,291.28,6.824,268.1,6.767,187.29
4.263,320.47,6.112,291.28,6.824,268.1,6.767,187.31
4.263,320.47,6.112,291.28,6.824,268.07,6.767,187.33
4.263,320.47,6.112,291.28,6.824,268.08,6.767,187.31
4.263,320.48,6.112,291.28,6.824,268.09,6.767,187.31
4.263,320.48,6.112,291.28,6.824,268.08,6.767,187.32
4.263,320.48,6.112,291.28,6.824,268.09,6.767,187.3
4.263,320.48,6.112,291.28,6.824,268.08,6.767,187.28
4.263,320.48,6.112,291.28,6.824,268.08,6.767,187.3
4.263,320.48,6.112,291.28,6.824,268.08,6.767,187.28
4.263,320.48,6.112,291.28,6.824,268.08,6.767,187.29
4.263,320.48,6.113,291.24,6.824,268.08,6.767,187.31
4.263,320.48,6.113,291.25,6.824,268.06,6.767,187.3
4.263,320.48,6.113,291.25,6.824,268.05,6.767,187.29
4.263,320.48,6.113,291.25,6.824,268.07,6.767,187.28
4.263,320.48,6.113,291.25,6.824,268.07,6.767,187.29
4.263,320.48,6.113,291.25,6.824,268.08,6.767,187.3
4.263,320.49,6.113,291.25,6.824,268.07,6.767,187.29
4.263,320.48,6.113,291.25,6.824,268.06,6.767,187.3
4.263,320.48,6.113,291.25,6.824,268.06,6.767,187.31
4.263,320.49,6.113,291.25,6.824,268.1,6.767,187.3
4.263,320.49,6.113,291.25,6.824,268.08,6.767,187.28
4.263,320.49,6.113,291.25,6.824,268.06,6.767,187.29
4.263,320.49,6.113,291.25,6.824,268.06,6.767,187.29
4.263,320.49,6.113,291.25,6.824,268.07,6.767,187.29
4.263,320.49,6.113,291.25,6.824,268.06,6.767,187.3
4.263,320.5,6.113,291.25,6.824,268.08,6.767,187.27
4.263,320.5,6.113,291.25,6.824,268.08,6.767,187.3
4.263,320.5,6.113,291.25,6.824,268.06,6.767,187.29
4.263,320.5,6.113,291.25,6.824,268.09,6.767,187.27
4.263,320.5,6.113,291.25,6.824,268.07,6.767,187.31
4.263,320.5,6.113,291.24,6.824,268.07,6.767,187.28
4.263,320.5,6.113,291.25,6.824,268.07,6.767,187.29
4.263,320.5,6.113,291.25,6.824,268.09,6.767,187.28
4.263,320.5,6.113,291.24,6.824,268.07,6.767,187.3
4.263,320.51,6.113,291.25,6.824,268.08,6.767,187.31
4.263,320.51,6.113,291.24,6.824,268.08,6.767,187.3
4.263,320.51,6.113,291.25,6.824,268.08,6.767,187.26
4.263,320.51,6.113,291.25,6.824,268.07,6.767,187.29
4.263,320.5,6.113,291.24,6.824,268.06,6.767,187.28
4.263,320.47,6.113,291.24,6.824,268.07,6.767,187.26
4.263,320.46,6.113,291.25,6.824,268.08,6.767,187.28
4.264,320.46,6.113,291.25,6.824,268.09,6.767,187.29
4.264,320.44,6.113,291.25,6.824,268.09,6.767,187.28
4.264,320.43,6.113,291.24,6.824,268.1,6.767,187.27
4.264,320.43,6.113,291.25,6.824,268.07,6.767,187.28
4.264,320.44,6.113,291.25,6.824,268.09,6.767,187.25
4.264,320.45,6.113,291.25,6.824,268.05,6.767,187.29
4.264,320.45,6.113,291.25,6.824,268.07,6.767,187.27
4.264,320.45,6.113,291.25,6.824,268.09,6.767,187.25
4.264,320.45,6.113,291.25,6.824,268.09,6.767,187.27
4.264,320.45,6.113,291.25,6.824,268.07,6.767,187.3
4.264,320.45,6.113,291.25,6.824,268.09,6.767,187.25
4.264,320.45,6.113,291.25,6.824,268.08,6.767,187.28
4.264,320.45,6.113,291.25,6.824,268.08,6.767,187.29
4.264,320.45,6.113,291.25,6.824,268.08,6.767,187.29
4.264,320.45,6.113,291.25,6.824,268.09,6.767,187.32
4.264,320.45,6.113,291.25,6.824,268.08,6.767,187.3
4.264,320.45,6.113,291.25,6.824,268.11,6.767,187.27
4.264,320.45,6.113,291.25,6.824,268.09,6.767,187.27
4.264,320.45,6.113,291.25,6.824,268.09,6.767,187.29
4.264,320.45,6.113,291.25,6.824,268.08,6.767,187.31
4.264,320.45,6.113,291.25,6.824,268.09,6.767,187.28
4.264,320.45,6.113,291.25,6.824,268.07,6.767,187.27
4.264,320.45,6.113,291.25,6.824,268.1,6.767,187.29
4.264,320.45,6.113,291.25,6.824,268.1,6.767,187.28
4.264,320.45,6.113,291.25,6.824,268.1,6.767,187.3
4.264,320.45,6.113,291.25,6.824,268.09,6.767,187.27
4.264,320.45,6.113,291.25,6.824,268.08,6.767,187.3
4.264,320.46,6.113,291.25,6.824,268.09,6.767,187.24
4.264,320.45,6.113,291.25,6.824,268.12,6.767,187.29
4.264,320.46,6.113,291.25,6.824,268.11,6.767,187.29
4.264,320.46,6.113,291.25,6.824,268.12,6.767,187.29
4.264,320.45,6.113,291.25,6.824,268.07,6.767,187.27
4.264,320.46,6.113,291.25,6.824,268.04,6.767,187.25
4.264,320.46,6.113,291.25,6.824,268.09,6.767,187.27
