T,CX 120530 (Condenser He4),T,CX 120536 (EV 4),T,CX 120560 (IC),T,CX 120258 (UC)
4.264,320.46,6.113,291.25,6.824,268.09,6.767,187.28
4.264,320.46,6.113,291.25,6.824,268.06,6.767,187.28
4.265,320.42,6.113,291.25,6.824,268.08,6.767,187.33
4.265,320.42,6.113,291.25,6.824,268.08,6.768,187.34
4.265,320.41,6.113,291.25,6.824,268.06,6.768,187.31
4.265,320.4,6.113,291.25,6.824,268.05,6.768,187.33
4.265,320.4,6.113,291.24,6.824,268.12,6.768,187.34
4.265,320.4,6.113,291.24,6.824,268.06,6.768,187.3
4.265,320.39,6.113,291.24,6.824,268.09,6.768,187.33
4.265,320.39,6.113,291.24,6.824,268.09,6.768,187.32
4.265,320.39,6.113,291.24,6.824,268.07,6.768,187.31
4.265,320.39,6.113,291.24,6.824,268.08,6.768,187.32
4.265,320.39,6.113,291.24,6.824,268.08,6.768,187.3
4.265,320.4,6.113,291.24,6.824,268.1,6.768,187.31
4.265,320.4,6.113,291.24,6.824,268.08,6.768,187.33
4.265,320.4,6.113,291.24,6.824,268.07,6.768,187.32
4.265,320.4,6.113,291.24,6.824,268.06,6.768,187.33
4.265,320.4,6.113,291.24,6.824,268.07,6.768,187.32
4.265,320.4,6.113,291.24,6.824,268.08,6.768,187.31
4.265,320.41,6.113,291.24,6.824,268.06,6.768,187.32
4.265,320.41,6.113,291.24,6.824,268.05,6.768,187.31
4.265,320.42,6.113,291.24,6.824,268.07,6.768,187.33
4.265,320.39,6.113,291.24,6.824,268.07,6.768,187.31
4.265,320.39,6.113,291.24,6.824,268.08,6.768,187.31
4.266,320.39,6.113,291.24,6.824,268.06,6.768,187.32
4.266,320.39,6.113,291.24,6.824,268.09,6.768,187.32
4.266,320.39,6.113,291.24,6.824,268.06,6.768,187.34
4.266,320.38,6.113,291.24,6.824,268.09,6.768,187.32
4.266,320.39,6.113,291.23,6.824,268.06,6.768,187.32
4.266,320.39,6.113,291.24,6.824,268.06,6.768,187.32
4.266,320.39,6.113,291.24,6.824,268.07,6.768,187.29
4.266,320.38,6.113,291.24,6.824,268.08,6.768,187.31
4.266,320.38,6.113,291.24,6.824,268.08,6.768,187.32
4.266,320.37,6.113,291.24,6.824,268.09,6.768,187.34
4.267,320.34,6.113,291.24,6.824,268.07,6.768,187.33
4.268,320.29,6.113,291.24,6.824,268.06,6.768,187.32
4.269,320.26,6.113,291.24,6.824,268.08,6.768,187.29
4.269,320.26,6.113,291.24,6.824,268.06,6.768,187.29
4.269,320.23,6.113,291.24,6.824,268.07,6.768,187.31
4.27,320.19,6.113,291.24,6.824,268.08,6.768,187.32
4.271,320.17,6.113,291.24,6.824,268.07,6.768,187.32
4.271,320.13,6.113,291.24,6.824,268.07,6.768,187.32
4.272,320.1,6.113,291.24,6.824,268.06,6.768,187.3
4.273,320.05,6.113,291.24,6.824,268.08,6.768,187.31
4.273,320.07,6.113,291.24,6.824,268.06,6.768,187.3
4.274,320.07,6.113,291.25,6.824,268.09,6.768,187.28
4.275,320,6.113,291.24,6.824,268.04,6.768,187.32
4.276,319.95,6.113,291.24,6.824,268.07,6.768,187.3
4.276,319.94,6.113,291.24,6.824,268.07,6.768,187.3
4.278,319.85,6.113,291.24,6.824,268.09,6.768,187.32
4.278,319.83,6.113,291.25,6.824,268.07,6.768,187.29
4.279,319.83,6.113,291.24,6.824,268.08,6.768,187.31
4.279,319.81,6.113,291.24,6.824,268.08,6.768,187.29
4.28,319.76,6.113,291.24,6.824,268.07,6.768,187.32
4.282,319.69,6.113,291.24,6.824,268.07,6.768,187.28
4.283,319.68,6.113,291.24,6.824,268.07,6.768,187.29
4.283,319.65,6.113,291.24,6.824,268.05,6.768,187.31
4.285,319.58,6.113,291.25,6.824,268.07,6.768,187.29
4.285,319.57,6.113,291.24,6.824,268.09,6.768,187.3
4.286,319.52,6.113,291.24,6.824,268.08,6.768,187.3
4.287,319.51,6.113,291.24,6.824,268.09,6.768,187.3
4.287,319.52,6.113,291.24,6.824,268.08,6.768,187.3
4.287,319.47,6.113,291.24,6.824,268.07,6.768,187.29
4.291,319.33,6.113,291.24,6.824,268.09,6.768,187.29
4.292,319.33,6.113,291.24,6.824,268.08,6.768,187.3
4.292,319.29,6.113,291.24,6.824,268.06,6.768,187.29
4.292,319.3,6.113,291.24,6.824,268.07,6.768,187.3
4.293,319.25,6.113,291.24,6.824,268.07,6.768,187.29
4.296,319.14,6.113,291.24,6.824,268.08,6.768,187.28
4.297,319.11,6.113,291.24,6.824,268.08,6.768,187.31
4.297,319.09,6.113,291.24,6.824,268.08,6.768,187.3
4.298,319.03,6.113,291.24,6.824,268.06,6.768,187.29
4.298,319.05,6.113,291.24,6.824,268.07,6.768,187.3
4.298,319.03,6.113,291.24,6.824,268.08,6.768,187.29
4.299,318.97,6.113,291.24,6.824,268.07,6.768,187.3
4.301,318.92,6.113,291.25,6.824,268.1,6.768,187.29
4.301,318.93,6.113,291.25,6.824,268.08,6.768,187.32
4.301,318.93,6.113,291.25,6.824,268.08,6.768,187.29
4.303,318.86,6.113,291.25,6.824,268.09,6.768,187.29
4.306,318.7,6.113,291.26,6.824,268.07,6.768,187.28
4.306,318.72,6.113,291.26,6.824,268.09,6.768,187.31
4.307,318.65,6.113,291.25,6.824,268.08,6.768,187.27
4.309,318.56,6.113,291.25,6.824,268.1,6.768,187.3
4.311,318.5,6.113,291.26,6.824,268.06,6.768,187.27
4.311,318.55,6.113,291.26,6.824,268.06,6.768,187.29
4.312,318.46,6.113,291.26,6.824,268.08,6.768,187.3
4.314,318.4,6.113,291.26,6.824,268.09,6.768,187.3
4.314,318.42,6.113,291.26,6.824,268.07,6.768,187.3
4.315,318.34,6.113,291.26,6.824,268.09,6.768,187.28
4.315,318.34,6.113,291.26,6.824,268.07,6.768,187.3
4.316,318.35,6.113,291.26,6.824,268.08,6.768,187.28
4.318,318.19,6.113,291.26,6.824,268.06,6.768,187.28
4.318,318.24,6.113,291.25,6.824,268.08,6.768,187.3
4.319,318.18,6.113,291.25,6.824,268.08,6.768,187.31
4.319,318.19,6.113,291.25,6.824,268.09,6.768,187.3
4.32,318.18,6.113,291.25,6.824,268.06,6.768,187.3
4.32,318.11,6.113,291.25,6.824,268.07,6.768,187.28
4.321,318.05,6.113,291.25,6.824,268.07,6.768,187.29
4.323,318,6.113,291.25,6.824,268.1,6.768,187.3
4.323,318.02,6.113,291.25,6.824,268.07,6.768,187.3
4.323,318,6.113,291.25,6.824,268.07,6.768,187.26
4.324,317.99,6.113,291.25,6.824,268.07,6.768,187.28
4.324,317.98,6.113,291.25,6.824,268.08,6.768,187.3
4.324,317.96,6.113,291.26,6.824,268.07,6.768,187.28
4.324,317.96,6.113,291.25,6.824,268.08,6.768,187.27
4.325,317.94,6.113,291.26,6.824,268.07,6.768,187.27
4.326,317.89,6.113,291.25,6.824,268.08,6.768,187.28
4.326,317.84,6.113,291.25,6.824,268.06,6.768,187.28
4.326,317.87,6.113,291.26,6.824,268.04,6.768,187.28
4.327,317.84,6.113,291.25,6.824,268.05,6.768,187.29
4.327,317.86,6.113,291.26,6.824,268.07,6.768,187.25
4.328,317.76,6.113,291.26,6.824,268.08,6.768,187.27
4.329,317.76,6.113,291.26,6.824,268.07,6.768,187.31
4.33,317.74,6.113,291.26,6.824,268.07,6.768,187.29
4.33,317.7,6.113,291.26,6.824,268.07,6.768,187.3
4.331,317.68,6.113,291.26,6.824,268.07,6.768,187.28
4.331,317.72,6.113,291.26,6.824,268.08,6.768,187.26
4.331,317.65,6.113,291.26,6.824,268.08,6.768,187.26
4.332,317.64,6.113,291.26,6.824,268.08,6.768,187.28
4.332,317.6,6.113,291.26,6.824,268.08,6.768,187.27
4.333,317.6,6.113,291.26,6.824,268.07,6.768,187.28
4.334,317.53,6.113,291.26,6.824,268.08,6.768,187.28
4.334,317.5,6.113,291.26,6.824,268.07,6.768,187.28
4.336,317.48,6.113,291.26,6.824,268.09,6.768,187.28
4.336,317.41,6.113,291.26,6.824,268.05,6.768,187.28
4.337,317.42,6.113,291.26,6.824,268.06,6.768,187.29
4.337,317.44,6.113,291.26,6.824,268.1,6.768,187.28
4.338,317.42,6.113,291.26,6.824,268.04,6.768,187.3
4.338,317.43,6.113,291.26,6.824,268.08,6.768,187.26
4.339,317.33,6.113,291.26,6.824,268.05,6.768,187.26
4.339,317.3,6.113,291.26,6.824,268.06,6.768,187.27
4.34,317.3,6.113,291.26,6.824,268.08,6.768,187.29
4.34,317.32,6.113,291.26,6.824,268.1,6.768,187.3
4.341,317.28,6.113,291.26,6.824,268.1,6.768,187.27
4.342,317.25,6.113,291.26,6.824,268.09,6.768,187.26
4.342,317.17,6.113,291.26,6.824,268.06,6.768,187.3
4.343,317.21,6.113,291.26,6.824,268.07,6.768,187.27
4.343,317.19,6.113,291.26,6.824,268.09,6.768,187.3
4.345,317.17,6.113,291.26,6.824,268.09,6.768,187.29
4.345,317.08,6.113,291.26,6.824,268.07,6.768,187.3
4.345,317.04,6.113,291.26,6.824,268.07,6.768,187.29
4.346,317.06,6.113,291.26,6.824,268.08,6.768,187.26
4.347,317.05,6.113,291.26,6.824,268.08,6.768,187.29
4.35,316.88,6.113,291.26,6.824,268.08,6.768,187.3
4.35,316.87,6.113,291.26,6.824,268.07,6.768,187.29
4.35,316.86,6.113,291.25,6.824,268.07,6.768,187.29
4.351,316.89,6.113,291.25,6.824,268.08,6.768,187.29
4.352,316.8,6.113,291.25,6.824,268.08,6.768,187.31
4.353,316.77,6.113,291.25,6.824,268.07,6.768,187.28
4.353,316.82,6.113,291.25,6.824,268.09,6.768,187.29
4.355,316.72,6.113,291.25,6.824,268.09,6.768,187.29
4.355,316.69,6.113,291.25,6.824,268.09,6.768,187.26
4.355,316.63,6.113,291.25,6.824,268.08,6.768,187.23
4.357,316.62,6.113,291.25,6.825,268.08,6.768,187.29
4.357,316.6,6.113,291.25,6.825,268.06,6.768,187.28
4.359,316.54,6.113,291.25,6.825,268.06,6.768,187.27
4.359,315.8,6.113,291.25,6.825,268.08,6.768,187.29
4.36,316.45,6.113,291.25,6.825,268.06,6.768,187.27
4.36,316.53,6.113,291.25,6.825,268.07,6.768,187.27
4.361,316.45,6.113,291.25,6.825,268.07,6.768,187.28
4.362,316.39,6.113,291.25,6.825,268.05,6.768,187.28
4.362,316.48,6.113,291.25,6.825,268.05,6.768,187.25
4.362,316.37,6.113,291.25,6.825,268.06,6.768,187.27
4.362,316.48,6.113,291.25,6.825,268.05,6.768,187.27
4.363,315.64,6.113,291.25,6.825,268.07,6.768,187.26
4.364,316.37,6.113,291.25,6.825,268.06,6.768,187.25
4.365,316.27,6.113,291.25,6.825,268.06,6.768,187.28
4.365,316.28,6.113,291.25,6.825,268.07,6.768,187.27
4.365,316.22,6.113,291.25,6.825,268.08,6.768,187.29
4.367,316.21,6.113,291.25,6.825,268.06,6.768,187.28
4.368,316.18,6.113,291.25,6.825,268.07,6.768,187.26
4.368,316.13,6.113,291.25,6.825,268.07,6.768,187.27
4.369,315.41,6.113,291.25,6.825,268.07,6.768,187.26
4.37,315.35,6.113,291.25,6.825,268.09,6.768,187.27
4.37,316.11,6.113,291.25,6.825,268.08,6.768,187.27
4.371,316.07,6.113,291.25,6.825,268.08,6.768,187.27
4.373,316.01,6.113,291.25,6.825,268.07,6.768,187.25
4.373,315.95,6.113,291.25,6.825,268.08,6.768,187.25
4.373,315.93,6.113,291.25,6.825,268.08,6.768,187.25
4.373,315.19,6.113,291.25,6.825,268.08,6.768,187.26
4.374,315.15,6.113,291.25,6.825,268.08,6.768,187.25
4.374,315.17,6.113,291.25,6.825,268.08,6.768,187.26
4.374,315.96,6.113,291.25,6.825,268.07,6.768,187.25
4.375,315.89,6.113,291.25,6.825,268.08,6.769,187.28
4.375,315.9,6.113,291.25,6.825,268.06,6.769,187.32
4.375,315.15,6.113,291.25,6.825,268.05,6.769,187.32
4.376,315.08,6.113,291.25,6.825,268.04,6.769,187.31
4.376,315.88,6.113,291.25,6.825,268.03,6.769,187.32
4.376,315.85,6.113,291.25,6.825,268.05,6.769,187.3
4.377,315.04,6.113,291.25,6.825,268.06,6.769,187.3
4.378,315.06,6.113,291.25,6.825,268.05,6.769,187.29
4.378,314.98,6.113,291.26,6.825,268.05,6.769,187.3
4.379,315.72,6.113,291.25,6.825,268.02,6.769,187.29
4.38,314.91,6.113,291.25,6.825,268.05,6.769,187.32
4.38,315.65,6.113,291.25,6.825,268.06,6.769,187.31
4.38,315.63,6.113,291.25,6.825,268.04,6.769,187.31
4.382,315.68,6.113,291.25,6.825,268.05,6.769,187.31
4.382,314.81,6.113,291.25,6.825,268.03,6.769,187.29
4.382,315.59,6.113,291.25,6.825,268.06,6.769,187.3
4.383,314.87,6.113,291.25,6.825,268.04,6.769,187.31
4.384,315.64,6.113,291.25,6.825,268.04,6.769,187.3
4.384,315.47,6.113,291.25,6.825,268.06,6.769,187.3
4.384,315.48,6.113,291.25,6.825,268.05,6.769,187.29
4.384,314.75,6.113,291.25,6.825,268.03,6.769,187.32
4.384,315.5,6.113,291.25,6.825,268.05,6.769,187.32
4.385,314.7,6.113,291.25,6.825,268.06,6.769,187.31
4.385,315.42,6.113,291.25,6.825,268.06,6.769,187.31
4.386,315.45,6.113,291.25,6.825,268.05,6.769,187.32
4.386,314.67,6.113,291.25,6.825,268.07,6.769,187.32
4.386,315.42,6.113,291.25,6.825,268.04,6.769,187.29
4.386,315.41,6.113,291.25,6.825,268.05,6.769,187.32
4.387,314.69,6.113,291.25,6.825,268.06,6.769,187.29
4.388,315.36,6.113,291.25,6.825,268.03,6.769,187.3
4.388,314.59,6.113,291.25,6.825,268.05,6.769,187.32
4.389,315.28,6.113,291.25,6.825,268.06,6.769,187.3
4.39,315.29,6.114,291.24,6.825,268.07,6.769,187.31
4.391,314.53,6.114,291.22,6.825,268.07,6.769,187.32
4.392,315.24,6.114,291.22,6.825,268.07,6.769,187.31
4.394,315.13,6.114,291.22,6.825,268.06,6.769,187.3
4.394,315.06,6.114,291.22,6.825,268.05,6.769,187.3
4.394,315.04,6.114,291.22,6.825,268.07,6.769,187.32
4.394,315.11,6.114,291.22,6.825,268.05,6.769,187.3
4.395,315.11,6.114,291.22,6.825,268.06,6.769,187.29
4.396,314.27,6.114,291.22,6.825,268.05,6.769,187.31
4.396,315.18,6.114,291.22,6.825,268.05,6.769,187.28
4.396,315.05,6.114,291.22,6.825,268.09,6.769,187.3
4.397,314.37,6.114,291.22,6.825,268.05,6.769,187.32
4.397,314.86,6.114,291.22,6.825,268.05,6.769,187.29
4.397,314.97,6.114,291.22,6.825,268.06,6.769,187.3
4.398,314.29,6.114,291.22,6.825,268.06,6.769,187.31
4.399,314.95,6.114,291.22,6.825,268.05,6.769,187.29
4.399,314.14,6.114,291.22,6.825,268.06,6.769,187.29
4.399,314.91,6.114,291.22,6.825,268.06,6.769,187.28
4.4,314.92,6.114,291.22,6.825,268.04,6.769,187.28
4.4,314.83,6.114,291.22,6.825,268.06,6.769,187.31
4.401,314.16,6.114,291.22,6.825,268.1,6.769,187.31
4.401,314.86,6.114,291.22,6.825,268.05,6.769,187.29
4.402,314.17,6.114,291.22,6.825,268.07,6.769,187.29
4.402,314.79,6.114,291.22,6.825,268.08,6.769,187.31
4.402,314.9,6.114,291.22,6.825,268.06,6.769,187.29
4.403,314.67,6.114,291.22,6.825,268.04,6.769,187.31
4.403,314.61,6.114,291.22,6.825,268.06,6.769,187.29
4.404,314.1,6.114,291.22,6.825,268.08,6.769,187.27
4.405,313.92,6.114,291.22,6.825,268.07,6.769,187.29
4.407,314.78,6.114,291.22,6.825,268.05,6.769,187.3
4.408,313.95,6.114,291.22,6.825,268.07,6.769,187.32
4.408,314.36,6.114,291.22,6.825,268.05,6.769,187.3
4.408,314.15,6.114,291.22,6.825,268.06,6.769,187.28
4.409,314.53,6.114,291.22,6.825,268.08,6.769,187.31
4.409,314.65,6.114,291.22,6.825,268.08,6.769,187.26
4.409,313.86,6.114,291.22,6.825,268.07,6.769,187.29
4.41,313.84,6.114,291.22,6.825,268.08,6.769,187.29
4.41,314.4,6.114,291.22,6.825,268.07,6.769,187.28
4.411,314.48,6.114,291.22,6.825,268.09,6.769,187.27
4.411,313.67,6.114,291.22,6.825,268.07,6.769,187.28
4.412,314.3,6.114,291.22,6.825,268.1,6.769,187.28
4.413,314.18,6.114,291.22,6.825,268.06,6.769,187.28
4.413,313.72,6.114,291.22,6.825,268.08,6.769,187.28
4.413,314.34,6.114,291.22,6.825,268.06,6.769,187.28
4.415,313.66,6.114,291.22,6.825,268.08,6.769,187.29
4.415,314.3,6.114,291.22,6.825,268.06,6.769,187.28
4.416,314.25,6.114,291.22,6.825,268.08,6.769,187.29
4.416,314.24,6.114,291.22,6.825,268.08,6.769,187.29
4.417,313.58,6.114,291.22,6.825,268.09,6.769,187.3
4.417,314.24,6.114,291.22,6.825,268.05,6.769,187.27
4.417,314.32,6.114,291.22,6.825,268.05,6.769,187.31
4.418,313.92,6.114,291.22,6.825,268.04,6.769,187.3
4.419,313.71,6.114,291.22,6.825,268.09,6.769,187.3
4.42,314.11,6.114,291.22,6.825,268.05,6.769,187.28
4.421,313.44,6.114,291.22,6.825,268.05,6.769,187.28
4.421,313.95,6.114,291.22,6.825,268.09,6.769,187.29
4.421,313.98,6.114,291.23,6.825,268.07,6.769,187.27
4.421,314.05,6.114,291.22,6.825,268.09,6.769,187.29
4.422,313.37,6.114,291.22,6.825,268.07,6.769,187.29
4.424,313.94,6.114,291.22,6.825,268.06,6.769,187.3
4.425,313.29,6.114,291.22,6.825,268.08,6.769,187.3
4.425,313.62,6.114,291.22,6.825,268.06,6.769,187.27
4.426,313.09,6.114,291.22,6.825,268.08,6.769,187.3
4.426,313.21,6.114,291.22,6.825,268.07,6.769,187.3
4.427,313.18,6.114,291.22,6.825,268.07,6.769,187.28
4.427,313.82,6.114,291.22,6.825,268.07,6.769,187.25
4.428,313.3,6.114,291.22,6.825,268.06,6.769,187.3
4.429,313.63,6.114,291.22,6.825,268.07,6.769,187.28
4.429,313.68,6.114,291.22,6.825,268.06,6.769,187.29
4.43,313.72,6.114,291.22,6.825,268.05,6.769,187.31
4.431,313.37,6.114,291.22,6.825,268.07,6.769,187.28
4.432,312.99,6.114,291.22,6.825,268.05,6.769,187.27
4.432,313.16,6.114,291.22,6.825,268.05,6.769,187.28
4.432,313.62,6.114,291.22,6.825,268.06,6.769,187.27
4.432,313.74,6.114,291.22,6.825,268.04,6.769,187.27
4.435,313.5,6.114,291.23,6.825,268.04,6.769,187.28
4.436,312.83,6.114,291.21,6.825,268.05,6.769,187.28
4.436,313.17,6.114,291.21,6.825,268.08,6.769,187.3
4.436,312.99,6.114,291.21,6.825,268.04,6.769,187.3
4.437,312.81,6.114,291.21,6.825,268.03,6.769,187.3
4.437,313.27,6.114,291.21,6.825,268.06,6.769,187.26
4.438,313.29,6.114,291.21,6.825,268.07,6.769,187.28
4.439,313.49,6.114,291.21,6.825,268.06,6.769,187.29
4.439,313.37,6.114,291.22,6.825,268.04,6.769,187.28
4.441,313.31,6.114,291.21,6.825,268.03,6.769,187.3
4.442,312.62,6.114,291.21,6.825,268.02,6.769,187.3
4.442,313.3,6.114,291.21,6.825,268.05,6.769,187.31
4.442,312.76,6.114,291.21,6.825,268.06,6.769,187.3
4.442,312.63,6.114,291.22,6.825,268.06,6.769,187.28
4.442,313.27,6.114,291.22,6.825,268.09,6.769,187.29
4.443,312.89,6.114,291.21,6.825,268,6.769,187.31
4.445,312.96,6.114,291.22,6.825,268.07,6.769,187.28
4.445,313.15,6.114,291.21,6.825,268.06,6.769,187.28
4.446,313.11,6.114,291.21,6.825,267.99,6.769,187.27
4.447,312.32,6.114,291.21,6.825,268.08,6.769,187.27
4.448,312.4,6.114,291.21,6.825,268.02,6.769,187.28
4.45,312.39,6.114,291.21,6.825,268.04,6.769,187.28
4.45,313.06,6.114,291.21,6.825,268.05,6.769,187.26
4.451,312.92,6.114,291.21,6.825,268.05,6.769,187.27
4.452,312.7,6.114,291.21,6.825,268.07,6.769,187.28
4.452,312.23,6.114,291.21,6.825,268.04,6.769,187.27
4.452,312.36,6.114,291.21,6.825,268.06,6.769,187.29
4.453,312.18,6.114,291.21,6.825,268.07,6.769,187.27
4.454,312.78,6.114,291.21,6.825,268.05,6.769,187.28
4.458,312.42,6.114,291.21,6.825,268.08,6.769,187.3
4.458,312.65,6.114,291.21,6.825,268.07,6.769,187.29
4.459,311.86,6.114,291.21,6.825,268.05,6.769,187.26
4.459,311.96,6.114,291.21,6.825,268.06,6.769,187.28
4.459,312.61,6.114,291.21,6.825,268.04,6.769,187.27
4.46,312.09,6.114,291.21,6.825,268.06,6.769,187.27
4.461,311.91,6.114,291.21,6.825,268.07,6.769,187.29
4.461,312.57,6.114,291.22,6.825,268.04,6.769,187.27
4.461,312.56,6.114,291.21,6.825,268.05,6.769,187.3
4.462,312.5,6.114,291.22,6.825,268.06,6.769,187.29
4.464,312.42,6.114,291.22,6.825,268.04,6.769,187.26
4.464,312.18,6.114,291.22,6.825,268.06,6.769,187.28
4.465,312.38,6.114,291.22,6.825,268.05,6.769,187.26
4.467,312.32,6.114,291.22,6.825,268.06,6.769,187.3
4.468,312.07,6.114,291.22,6.825,268.04,6.769,187.26
4.468,311.52,6.114,291.22,6.825,268.05,6.769,187.27
4.468,312.28,6.114,291.22,6.825,268.04,6.769,187.28
4.468,312.26,6.114,291.22,6.825,268.06,6.769,187.27
4.469,312.25,6.114,291.22,6.825,268.02,6.769,187.26
4.47,312.22,6.114,291.22,6.825,268.05,6.769,187.27
4.47,312.21,6.114,291.22,6.825,268.06,6.769,187.3
4.47,311.56,6.114,291.22,6.825,268.05,6.769,187.28
4.471,311.89,6.114,291.22,6.825,268.07,6.769,187.25
4.472,311.49,6.114,291.22,6.825,268.05,6.769,187.27
4.472,312.21,6.114,291.22,6.825,268.07,6.769,187.27
4.473,312.09,6.114,291.22,6.825,268.06,6.769,187.29
4.473,311.81,6.114,291.22,6.825,268.06,6.769,187.28
4.474,312.17,6.114,291.22,6.825,268.04,6.769,187.29
4.474,311.3,6.114,291.22,6.825,268.05,6.769,187.28
4.475,311.94,6.114,291.22,6.825,268.05,6.769,187.3
4.475,312.02,6.114,291.21,6.825,268.05,6.769,187.28
4.476,311.97,6.114,291.22,6.825,268.04,6.769,187.27
4.476,311.23,6.114,291.21,6.825,268.04,6.769,187.27
4.479,311.33,6.114,291.22,6.825,268.04,6.769,187.26
4.479,311.14,6.114,291.21,6.825,268.03,6.769,187.28
4.48,311.83,6.114,291.22,6.825,268.04,6.769,187.28
4.48,311.21,6.114,291.22,6.825,268.05,6.769,187.3
4.481,311.52,6.114,291.22,6.825,268.04,6.769,187.28
4.481,311.06,6.114,291.22,6.825,268.05,6.769,187.28
4.481,311.77,6.114,291.21,6.825,268.05,6.769,187.25
4.482,311.77,6.114,291.22,6.825,268.06,6.769,187.28
4.483,310.96,6.114,291.22,6.825,268.04,6.769,187.27
4.485,311.63,6.114,291.21,6.825,268.04,6.769,187.29
4.487,310.85,6.114,291.22,6.825,268.04,6.769,187.26
4.487,311.55,6.114,291.22,6.825,268.05,6.769,187.28
4.488,310.91,6.114,291.22,6.825,268.05,6.769,187.27
4.488,310.78,6.114,291.22,6.825,268.03,6.769,187.27
4.489,311.48,6.114,291.23,6.825,268.07,6.769,187.26
4.489,311.49,6.114,291.23,6.825,268.04,6.769,187.27
4.49,311.49,6.114,291.23,6.825,268.05,6.769,187.26
4.49,310.81,6.114,291.23,6.825,268.06,6.769,187.24
4.491,310.69,6.114,291.23,6.825,268.04,6.769,187.28
4.491,310.67,6.114,291.23,6.825,268.03,6.769,187.25
4.491,311.38,6.114,291.23,6.825,268.05,6.769,187.26
4.492,311.38,6.114,291.23,6.825,268.04,6.769,187.26
4.493,311.34,6.114,291.23,6.825,268.05,6.769,187.27
4.493,310.59,6.114,291.23,6.825,268.05,6.769,187.25
4.493,311.2,6.114,291.24,6.825,268.04,6.769,187.26
4.494,310.73,6.114,291.23,6.825,268.08,6.769,187.24
4.495,310.52,6.114,291.23,6.825,268.02,6.769,187.26
4.495,311.26,6.114,291.23,6.825,268.09,6.769,187.27
4.496,311.23,6.114,291.23,6.825,268.06,6.769,187.27
4.498,310.86,6.114,291.23,6.825,268.03,6.769,187.26
4.498,310.42,6.114,291.23,6.825,268.06,6.769,187.27
4.498,311.13,6.114,291.23,6.825,268.07,6.769,187.27
4.499,310.4,6.114,291.23,6.825,268.08,6.769,187.24
4.5,311.08,6.114,291.23,6.825,268.05,6.769,187.23
4.5,311.08,6.114,291.23,6.825,268.05,6.769,187.25
4.5,311.05,6.114,291.23,6.825,268.06,6.769,187.26
4.5,311.17,6.114,291.23,6.825,268.05,6.769,187.26
4.501,311.02,6.114,291.23,6.825,268.05,6.769,187.26
4.501,311.04,6.114,291.23,6.825,268.05,6.769,187.25
4.502,310.3,6.114,291.23,6.825,268.05,6.769,187.26
4.502,310.38,6.114,291.23,6.825,268.04,6.769,187.25
4.504,310.95,6.114,291.23,6.825,268.03,6.769,187.25
4.504,310.22,6.114,291.23,6.825,268.05,6.769,187.28
4.504,310.19,6.114,291.23,6.825,268.05,6.769,187.27
4.504,310.2,6.114,291.23,6.825,268.05,6.769,187.24
4.505,310.89,6.114,291.23,6.825,268.08,6.769,187.28
4.506,310.15,6.114,291.23,6.825,268.03,6.769,187.24
4.507,310.09,6.114,291.23,6.825,268.07,6.769,187.23
4.508,310.79,6.114,291.23,6.825,268.07,6.769,187.22
4.508,310.78,6.114,291.23,6.825,268.05,6.769,187.26
4.508,310.06,6.114,291.23,6.825,268.07,6.769,187.25
4.51,310.7,6.114,291.23,6.825,268.06,6.769,187.26
4.51,310.13,6.114,291.24,6.826,268.03,6.769,187.26
4.511,309.96,6.114,291.24,6.826,268.04,6.769,187.26
4.512,310.66,6.114,291.24,6.826,268.03,6.769,187.26
4.512,310.63,6.114,291.24,6.826,268.05,6.769,187.23
4.513,310.6,6.114,291.24,6.826,268.04,6.77,187.27
4.513,309.97,6.114,291.24,6.826,268.03,6.77,187.34
4.514,309.95,6.114,291.24,6.826,268.05,6.77,187.32
4.514,310.67,6.114,291.24,6.826,268.04,6.77,187.33
4.514,309.82,6.114,291.24,6.826,268.06,6.77,187.3
4.515,310.55,6.114,291.24,6.826,268.04,6.77,187.31
4.517,310.45,6.114,291.24,6.826,268.03,6.77,187.33
4.518,310.42,6.114,291.24,6.826,268.05,6.77,187.32
4.518,309.68,6.114,291.24,6.826,268.03,6.77,187.31
4.518,309.71,6.114,291.24,6.826,268.06,6.77,187.29
4.521,310.3,6.114,291.24,6.826,268.04,6.77,187.32
4.521,309.59,6.114,291.24,6.826,268.04,6.77,187.28
4.522,309.55,6.114,291.24,6.826,268.03,6.77,187.28
4.523,310.24,6.114,291.24,6.826,268.04,6.77,187.31
4.523,309.53,6.114,291.24,6.826,268.04,6.77,187.34
4.524,309.46,6.114,291.23,6.826,268.05,6.77,187.31
4.525,309.67,6.114,291.23,6.826,268.04,6.77,187.28
4.525,310.15,6.114,291.23,6.826,268.02,6.77,187.28
4.525,309.42,6.114,291.23,6.826,268.04,6.77,187.3
4.526,310.12,6.114,291.24,6.826,268.05,6.77,187.31
4.526,310.14,6.114,291.23,6.826,268.04,6.77,187.27
4.527,309.77,6.114,291.23,6.826,268.06,6.77,187.3
4.528,309.31,6.114,291.23,6.826,268.03,6.77,187.32
4.529,310,6.114,291.23,6.826,268.05,6.77,187.29
4.529,309.45,6.114,291.24,6.826,268.05,6.77,187.31
4.529,309.41,6.114,291.23,6.826,268.04,6.77,187.31
4.53,309.99,6.114,291.24,6.826,268.05,6.77,187.28
4.53,309.82,6.114,291.24,6.826,268.03,6.77,187.32
